Genome partition ID	(sub)Type / Coordinates	Strand	Cas gene
NC_013316	2744929..2745942	-	cas7
NC_013316	2745962..2747437	-	-
NC_013316	2747442..2748179	-	cas6
NC_013316	CAS-I-B		
NC_013316	3326956..3327234	-	cas2
NC_013316	3327225..3328205	-	cas1
NC_013316	3328208..3328759	-	cas4
NC_013316	3328774..3331095	-	cas3
NC_013316	3331106..3331807	-	cas5
NC_013316	3331809..3332723	-	cas7
NC_013316	3332725..3334602	-	cas8b2
NC_013316	3334608..3335345	-	cas6
NC_013316	3335423..3336340	-	WYL
NC_013316	CAS-I-B		
NC_013316	3573036..3575021	-	cas3
NC_013316	3575032..3576102	-	cas7
NC_013316	3576123..3577289	-	cas8b2
NC_013316	3577291..3578055	-	cas6
NC_013316	3578046..3578693	-	cas5
NC_009706	CAS-I-B		
NC_009706	2825794..2826078	-	cas2
NC_009706	2826093..2827097	-	cas1
NC_009706	2827124..2827618	-	cas4
NC_009706	2827878..2830460	-	cas3
NC_009706	2830479..2831219	-	cas5
NC_009706	2831222..2832151	-	cas7b
NC_009706	2832152..2833921	-	cas8b1
NC_009706	2833938..2834648	-	cas6
NC_011837	CAS-I-B		
NC_011837	2757297..2757581	-	cas2
NC_011837	2757596..2758600	-	cas1
NC_011837	2758627..2759127	-	cas4
NC_011837	2759381..2761963	-	cas3
NC_011837	2761982..2762722	-	cas5
NC_011837	2762725..2763654	-	cas7b
NC_011837	2763655..2765424	-	cas8b1
NC_011837	2765441..2766151	-	cas6
NC_008593	CAS-I-B		
NC_008593	1855378..1855665	-	cas2
NC_008593	1855665..1856663	-	cas1
NC_008593	1856676..1857170	-	cas4
NC_008593	1857179..1859800	-	cas3
NC_008593	1859861..1860499	-	cas5
NC_008593	1860631..1861650	-	cas7b
NC_008593	1861640..1863424	-	cas8b1
NC_008593	1863437..1864129	-	cas6
NC_022571	CAS-I-B		
NC_022571	2248002..2248697	+	cas6
NC_022571	2248712..2250490	+	cas8b1
NC_022571	2250483..2251466	+	cas7b
NC_022571	2251469..2252251	+	cas5
NC_022571	2252433..2252555	+	-
NC_022571	2253644..2256220	+	cas3
NC_022571	CAS-I-B		
NC_022571	2820450..2820740	-	cas2
NC_022571	2820740..2821738	-	cas1
NC_022571	2821748..2822242	-	cas4
NC_022571	2822425..2825016	-	cas3
NC_022571	2825095..2825895	-	cas5
NC_022571	2825899..2826876	-	cas7b
NC_022571	2826876..2828654	-	cas8b1
NC_022571	2828670..2829362	-	cas6
NC_020291	CAS-I-B		
NC_020291	5281037..5281300	-	cas2
NC_020291	5281302..5282285	-	cas1
NC_020291	5282290..5282808	-	cas4
NC_020291	5282852..5285068	-	cas3
NC_020291	5285208..5285864	-	cas5
NC_020291	5285886..5286794	-	cas7
NC_020291	5286796..5288619	-	cas8b2
NC_020291	5288634..5289371	-	cas6
NC_020291	5289463..5290413	-	WYL
NC_020134	CAS-III-D		
NC_020134	346288..347229	+	cas6
NC_020134	347237..349141	+	cas10
NC_020134	349147..349692	+	csm3gr7
NC_020134	349712..350920	+	csx10gr5
NC_020134	350913..351305	+	csm2gr11
NC_020134	351333..352118	+	csm3gr7
NC_020134	352111..352971	+	csm3gr7
NC_020134	352955..353866	+	csm3gr7
NC_020134	353900..354520	+	csm2gr11
NC_020134	354552..356357	+	csx1,csx20
NC_020134	CAS-I-B		
NC_020134	1789423..1789701	-	cas2
NC_020134	1789707..1790699	-	cas1
NC_020134	1790736..1791239	-	cas4
NC_020134	1791244..1793589	-	cas3
NC_020134	1793623..1794375	-	cas5
NC_020134	1794372..1795247	-	cas7
NC_020134	1795250..1796944	-	cas8b2
NC_020134	1796963..1797679	-	cas6
NC_020134	CAS-I-B		
NC_020134	2070533..2070931	+	cas6
NC_020134	2070947..2072656	+	cas8b2
NC_020134	2072649..2073572	+	cas7
NC_020134	2073637..2074347	+	cas5
NC_020134	2074883..2077096	+	cas3
NC_020887	CAS-III-D		
NC_020887	346403..347344	+	cas6
NC_020887	347352..349256	+	cas10
NC_020887	349262..349807	+	csm3gr7
NC_020887	349827..351035	+	csx10gr5
NC_020887	351028..351420	+	csm2gr11
NC_020887	351448..352233	+	csm3gr7
NC_020887	352226..353086	+	csm3gr7
NC_020887	353070..353981	+	csm3gr7
NC_020887	354015..354635	+	csm2gr11
NC_020887	354619..356472	+	csx1,csx20
NC_020887	CAS-I-B		
NC_020887	1788953..1789231	-	cas2
NC_020887	1789237..1790229	-	cas1
NC_020887	1790266..1790757	-	cas4
NC_020887	1790774..1793119	-	cas3
NC_020887	1793153..1793905	-	cas5
NC_020887	1793902..1794777	-	cas7
NC_020887	1794780..1796474	-	cas8b2
NC_020887	1796493..1797209	-	cas6
NC_020887	CAS-I-B		
NC_020887	2066297..2066683	+	cas6
NC_020887	2066699..2068408	+	cas8b2
NC_020887	2068401..2069324	+	cas7
NC_020887	2069389..2070099	+	cas5
NC_020887	2070635..2072848	+	cas3
NC_022777	CAS-I-B		
NC_022777	1471328..1471606	-	cas2
NC_022777	1471620..1472612	-	cas1
NC_022777	1472630..1473184	-	cas4
NC_022777	1473153..1475432	-	cas3
NC_022777	1475483..1476565	-	cas5
NC_022777	1476593..1477492	-	cas7
NC_022777	1477508..1478851	-	cas8b2
NC_022777	1478866..1479609	-	cas6
NC_022777	CAS-I-B		
NC_022777	1580944..1581234	-	cas2
NC_022777	1581235..1582233	-	cas1
NC_022777	1582243..1582734	-	cas4
NC_022777	1582743..1585349	-	cas3
NC_022777	1585411..1586172	-	cas5
NC_022777	1586176..1587135	-	cas7b
NC_022777	1587141..1588880	-	cas8b1
NC_022777	1588893..1589585	-	cas6
NC_022777	1589705..1589851	-	-
NC_022777	1590706..1590918	-	-
NC_022777	1590939..1592225	-	Predicted AAA-ATPase. This fam
NC_022777	1593191..1593436	-	cas1
NC_022777	1593378..1593761	-	cas1
NC_004557	CAS-I-B		
NC_004557	1208850..1209593	+	cas6
NC_004557	1209608..1210951	+	cas8b2
NC_004557	1210958..1211866	+	cas7
NC_004557	1211894..1212976	+	cas5
NC_004557	1212976..1215306	+	cas3
NC_004557	1215272..1215829	+	cas4
NC_004557	1215847..1216839	+	cas1
NC_004557	CAS-I-B		
NC_004557	1580854..1581852	-	cas1
NC_004557	1581862..1582353	-	cas4
NC_004557	1582362..1584962	-	cas3
NC_004557	1585019..1585789	-	cas5
NC_004557	1585793..1586752	-	cas7b
NC_004557	1586758..1588497	-	cas8b1
NC_004557	1588510..1589202	-	cas6
NC_009012	CAS-III-D		
NC_009012	2438748..2439269	-	csm2gr11
NC_009012	2439317..2440201	-	csm3gr7,csm3gr7
NC_009012	2440185..2441024	-	csm3gr7
NC_009012	2441017..2441799	-	csm3gr7
NC_009012	2441830..2442222	-	csm2gr11
NC_009012	2442224..2443471	-	csx10gr5
NC_009012	2443456..2444001	-	csm3gr7
NC_009012	2444007..2445926	-	cas10
NC_009012	2445934..2446875	-	cas6
NC_009012	2446982..2448814	-	csx1,csx20
NC_009012	CAS-I-B		
NC_009012	2741248..2741511	-	cas2
NC_009012	2741525..2742517	-	cas1
NC_009012	2742531..2743043	-	cas4
NC_009012	2743056..2745308	-	cas3
NC_009012	2745330..2746055	-	cas5
NC_009012	2746074..2746958	-	cas7
NC_009012	2746964..2748640	-	cas8b1
NC_009012	2748652..2749374	-	cas6
NC_009012	CAS-III-D		
NC_009012	3791468..3793309	+	cas8b1
NC_009012	3793309..3794226	+	cas7
NC_009012	3794241..3794954	+	cas5
NC_009012	3794968..3797370	+	cas3
NC_009012	3797384..3798052	+	cas6
NC_009012	3798675..3799898	+	Transposase, Mutator family.
NC_009012	3800183..3801253	-	Transposase and inactivated de
NC_009012	3802518..3803192	+	csm3gr7
NC_009012	3803185..3804786	+	csx10gr5
NC_009012	3804783..3806114	+	csm3gr7,csm3gr7
NC_009012	3806121..3806486	+	csx19
NC_009012	3806501..3808486	+	csm3gr7
NC_009012	3808630..3809880	+	csx1
NC_009012	3810126..3811349	+	Transposase, Mutator family.
NC_009012	3811624..3812916	+	csx1
NC_009012	3816440..3817435	+	cas1
NC_009012	3817429..3817719	+	cas2
NC_009012	3817694..3818308	+	cas4
NC_017304	CAS-III-D		
NC_017304	865903..866652	+	cas8b1
NC_017304	866735..867445	+	cas6
NC_017304	867468..867719	+	csx1
NC_017304	867735..868721	+	csx1
NC_017304	868711..869700	+	csx1
NC_017304	869720..871225	+	cas10
NC_017304	871226..871891	+	csm3gr7
NC_017304	871884..873485	+	csx10gr5
NC_017304	873485..874867	+	csm3gr7,csm3gr7
NC_017304	874864..875331	+	csx19
NC_017304	875336..877414	+	csm3gr7
NC_017304	877414..877593	+	-
NC_017304	877637..879103	+	csx1
NC_017304	880663..880953	+	cas2
NC_017304	880928..881557	+	cas4
NC_017304	CAS-III-D		
NC_017304	3184298..3184825	-	csm2gr11
NC_017304	3184867..3185772	-	csm3gr7,csm3gr7
NC_017304	3185735..3186574	-	csm3gr7
NC_017304	3186567..3187349	-	csm3gr7
NC_017304	3187380..3187772	-	csm2gr11
NC_017304	3187774..3189021	-	csx10gr5
NC_017304	3189006..3189551	-	csm3gr7
NC_017304	3189557..3191476	-	cas10
NC_017304	3191484..3192425	-	cas6
NC_017304	3192532..3194364	-	csx1,csx20
NC_017304	CAS-I-B		
NC_017304	3482114..3482377	-	cas2
NC_017304	3482391..3483383	-	cas1
NC_017304	3483397..3483903	-	cas4
NC_017304	3483922..3486174	-	cas3
NC_017304	3486196..3486921	-	cas5
NC_017304	3486940..3487824	-	cas7
NC_017304	3487830..3489506	-	cas8b1
NC_017304	3489518..3490240	-	cas6
NC_022576	CAS-III-A;CAS-III-B		
NC_022576	857009..858019	+	cas6
NC_022576	858049..860754	+	cas10
NC_022576	860767..861129	+	-
NC_022576	861186..862691	+	-
NC_022576	862910..863179	+	-
NC_022576	863198..863923	+	csm3gr7
NC_022576	863944..864891	+	csm4gr5
NC_022576	864888..866585	+	csm5gr7
NC_022576	866609..867748	+	Predicted ATP-dependent endonu
NC_022576	867741..868268	+	-
NC_022576	868384..869538	+	csx1
NC_022576	869564..870676	+	cmr1gr7
NC_022576	870679..873741	+	cas10
NC_022576	873738..874976	+	cmr3gr5
NC_022576	875013..875990	+	cmr4gr7
NC_022576	876002..876565	+	cmr5gr11
NC_022576	876558..877898	+	cmr6gr7,cmr6gr7
NC_022576	878041..878316	+	Protein of unknown function (D
NC_022576	878317..878820	+	Predicted acetyltransferase [G
NC_022576	878948..879232	+	cas2
NC_022576	879299..880270	+	cas1
NC_022576	880345..880680	+	cas2
NC_022576	880857..882329	+	-
NC_022576	883719..883991	-	Transposase DDE domain. Transp
NC_022576	885785..886927	+	csx1
NC_022576	CAS-I-F		
NC_022576	2430249..2433647	-	cas3f
NC_022576	2433778..2434350	-	PIN domain. Members of this fa
NC_022576	2434351..2434815	-	Helix-turn-helix domain. This
NC_022576	2435054..2435263	-	Sigma70, region (SR) 4 refers
NC_022576	2435228..2435428	+	-
NC_022576	2435553..2435825	-	Transposase DDE domain. Transp
NC_022576	2437934..2438500	-	cas6f
NC_022576	2438505..2439542	-	cas7f
NC_022576	2439569..2440624	-	cas5f
NC_022576	2440614..2441909	-	cas8f
NC_021009	CAS-II-A		
NC_021009	8236..12252	+	cas9
NC_021009	12249..13121	+	cas1
NC_021009	13428..14099	+	csn2
NC_011295	partial CAS-I-B		
NC_011295	1276963..1277226	-	cas2
NC_011295	1277236..1277385	-	cas1
NC_015389	CAS-I-E		
NC_015389	486216..489356	+	cas3
NC_015389	489629..491353	+	cas8e
NC_015389	491337..491996	+	cse2gr11
NC_015389	492024..493157	+	cas7
NC_015389	493160..493864	+	cas5
NC_015389	493873..494562	+	cas6e
NC_015389	494659..495654	+	cas1
NC_015389	495651..496013	+	cas2
NC_015389	CAS-II-A		
NC_015389	2036091..2040245	+	cas9
NC_015389	2040235..2041113	+	cas1
NC_015389	2041137..2041445	+	cas2
NC_015389	2041442..2042122	+	csn2
NC_012590	CAS-I-E		
NC_012590	983678..986488	+	cas3
NC_012590	986589..988334	+	cas8e
NC_012590	989030..990184	+	cas7
NC_012590	990201..990917	+	cas5
NC_012590	990914..991606	+	cas6e
NC_012590	991606..992544	+	cas1
NC_012590	992541..992897	+	cas2
NC_016782	CAS-II-C		
NC_016782	35063..38317	+	cas9
NC_016782	38321..39235	+	cas1
NC_016782	39219..39548	+	cas2
NC_016782	CAS-I-E		
NC_016782	2240749..2241477	-	cas5
NC_016782	2241470..2242528	-	cas7
NC_016782	2242584..2243168	-	cse2gr11
NC_016782	2243161..2244717	-	cas8e
NC_016782	2245083..2245769	+	cas6e
NC_016782	2245769..2248399	+	cas3
NC_016782	2248401..2249360	+	cas1
NC_016782	2249361..2249675	+	cas2
NC_016799	CAS-II-C		
NC_016799	34597..37851	+	cas9
NC_016799	37855..38769	+	cas1
NC_016799	38753..39082	+	cas2
NC_016800	CAS-II-C		
NC_016800	37261..40515	+	cas9
NC_016800	40519..41433	+	cas1
NC_016800	41417..41746	+	cas2
NC_016801	CAS-II-C		
NC_016801	36309..39563	+	cas9
NC_016801	39567..40481	+	cas1
NC_016801	40465..40794	+	cas2
NC_016785	CAS-I-E		
NC_016785	35988..38789	+	cas3
NC_016785	40011..41684	+	cas8e
NC_016785	41688..42314	+	cse2gr11
NC_016785	42329..43462	+	cas7
NC_016785	43467..44171	+	cas5
NC_016785	44173..44838	+	cas6e
NC_016785	44842..45780	+	cas1
NC_016785	45810..46157	+	cas2
NC_016786	CAS-II-C		
NC_016786	35060..38314	+	cas9
NC_016786	38318..39232	+	cas1
NC_016786	39216..39545	+	cas2
NC_016786	CAS-I-E		
NC_016786	2241348..2242076	-	cas5
NC_016786	2242069..2243127	-	cas7
NC_016786	2243183..2243767	-	cse2gr11
NC_016786	2243760..2245316	-	cas8e
NC_016786	2245682..2246368	+	cas6e
NC_016786	2246368..2248998	+	cas3
NC_016786	2249000..2249959	+	cas1
NC_016786	2249960..2250274	+	cas2
NC_016802	CAS-II-C		
NC_016802	37125..40379	+	cas9
NC_016802	40383..41297	+	cas1
NC_016802	41281..41610	+	cas2
NC_016787	CAS-I-E		
NC_016787	39095..41896	+	cas3
NC_016787	44953..46626	+	cas8e
NC_016787	46630..47256	+	cse2gr11
NC_016787	47271..48404	+	cas7
NC_016787	48409..49113	+	cas5
NC_016787	49115..49780	+	cas6e
NC_016787	49784..50719	+	cas1
NC_016787	50726..51073	+	cas2
NC_016788	CAS-I-E		
NC_016788	36214..39015	+	cas3
NC_016788	40423..42096	+	cas8e
NC_016788	42100..42726	+	cse2gr11
NC_016788	42741..43874	+	cas7
NC_016788	43879..44583	+	cas5
NC_016788	44585..45250	+	cas6e
NC_016788	45254..46189	+	cas1
NC_016788	46196..46543	+	cas2
NC_016783	CAS-I-E		
NC_016783	36225..39026	+	cas3
NC_016783	40493..42166	+	cas8e
NC_016783	42170..42796	+	cse2gr11
NC_016783	42811..43944	+	cas7
NC_016783	43949..44653	+	cas5
NC_016783	44655..45320	+	cas6e
NC_016783	45324..46259	+	cas1
NC_016783	46266..46613	+	cas2
NC_002935	CAS-II-C		
NC_002935	34478..37732	+	cas9
NC_002935	37736..38650	+	cas1
NC_002935	38634..38963	+	cas2
NC_002935	CAS-I-E		
NC_002935	2297077..2297805	-	cas5
NC_002935	2297798..2298856	-	cas7
NC_002935	2298912..2299496	-	cse2gr11
NC_002935	2299489..2301045	-	cas8e
NC_002935	2301411..2302097	+	cas6e
NC_002935	2302097..2304727	+	cas3
NC_002935	2304729..2305688	+	cas1
NC_002935	2305689..2306003	+	cas2
NC_016789	CAS-I-E		
NC_016789	28803..31604	+	cas3
NC_016789	33193..34866	+	cas8e
NC_016789	34870..35496	+	cse2gr11
NC_016789	35511..36644	+	cas7
NC_016789	36649..37353	+	cas5
NC_016789	37355..38020	+	cas6e
NC_016789	38024..38959	+	cas1
NC_016789	38966..39313	+	cas2
NC_016790	CAS-II-C		
NC_016790	34795..38049	+	cas9
NC_016790	38053..38967	+	cas1
NC_016790	38951..39280	+	cas2
NC_007164	CAS-I-E		
NC_007164	777470..778411	-	cas1
NC_007164	778422..779096	-	cas6e
NC_007164	779093..779800	-	cas5
NC_007164	779800..780930	-	cas7
NC_007164	780959..781594	-	cse2gr11
NC_007164	781639..783324	-	cas8e
NC_007164	783400..786252	-	cas3
NC_017945	partial CAS-I-E		
NC_017945	21712..22437	+	cas7
NC_017945	22449..23141	+	cas5
NC_017945	partial CAS-I-E		
NC_017945	1794226..1794936	+	cas6e
NC_017945	1794957..1797644	+	cas3
NC_017945	1797647..1798600	+	cas1
NC_017945	1798601..1798972	+	cas2
NC_016932	partial CAS-I-E		
NC_016932	1789356..1791350	+	DinG
NC_016932	1791374..1791871	+	Acetyltransferase (GNAT) domai
NC_016932	1791868..1793151	-	ACT domain-containing protein,ACT domains found N-terminal o,Phosphoserine phosphatase [Ami
NC_016932	1793792..1794745	+	cas1
NC_016932	1794746..1795117	+	cas2
NC_017730	partial CAS-I-E		
NC_017730	22978..23970	+	cas7
NC_017730	24107..24751	+	cas5
NC_018019	partial CAS-I-E		
NC_018019	1778215..1780209	+	DinG
NC_018019	1780233..1780730	+	Acetyltransferase (GNAT) domai
NC_018019	1780727..1782010	-	ACT domain-containing protein,ACT domains found N-terminal o,Phosphoserine phosphatase [Ami
NC_018019	1782650..1783603	+	cas1
NC_018019	1783604..1783975	+	cas2
NC_015673	CAS-I-E		
NC_015673	2461032..2461883	-	cas1
NC_015673	2461967..2462656	-	cas6e
NC_015673	2462671..2463387	-	cas5
NC_015673	2463411..2464565	-	cas7
NC_015673	2464595..2465206	-	cse2gr11
NC_015673	2465238..2466980	-	cas8e
NC_015673	2467041..2469875	-	cas3
NC_021663	CAS-I-E		
NC_021663	2695372..2695722	-	cas2
NC_021663	2695719..2696711	-	cas1
NC_021663	2696711..2697364	-	cas6e
NC_021663	2697367..2698071	-	cas5
NC_021663	2698081..2699187	-	cas7
NC_021663	2699198..2699863	-	cse2gr11
NC_021663	2699860..2701539	-	cas8e
NC_021663	2701897..2704626	-	cas3
NC_018101	CAS-I-E		
NC_018101	28343..28714	-	cas2
NC_018101	28715..29668	-	cas1
NC_018101	29665..32358	-	cas3
NC_018101	32379..33089	-	cas6e
NC_018101	33305..34918	+	cas8e
NC_018101	34915..35508	+	cse2gr11
NC_018101	35508..36575	+	cas7
NC_018101	36587..37279	+	cas5
NC_018101	partial CAS-I-U		
NC_018101	107512..107811	-	cas2
NC_018101	107808..109409	-	cas4,cas1
NC_018101	109414..110445	-	csb3
NC_018101	110450..113131	-	cas3
NC_018101	113124..114701	-	csb2gr5
NC_018101	114705..115910	-	csb1gr7
NC_017317	CAS-I-E		
NC_017317	29048..29419	-	cas2
NC_017317	29420..30373	-	cas1
NC_017317	30370..33063	-	cas3
NC_017317	33084..33794	-	cas6e
NC_017317	34010..35623	+	cas8e
NC_017317	35620..36213	+	cse2gr11
NC_017317	36213..37280	+	cas7
NC_017317	37292..37984	+	cas5
NC_017317	partial CAS-I-U		
NC_017317	112792..113091	-	cas2
NC_017317	113088..114689	-	cas4,cas1
NC_017317	114694..115725	-	csb3
NC_017317	115730..118411	-	cas3
NC_017317	118404..119981	-	csb2gr5
NC_017317	119985..121190	-	csb1gr7
NC_015683	CAS-I-E		
NC_015683	29097..29468	-	cas2
NC_015683	29469..30422	-	cas1
NC_015683	30419..33112	-	cas3
NC_015683	33133..33843	-	cas6e
NC_015683	34057..35670	+	cas8e
NC_015683	35667..36260	+	cse2gr11
NC_015683	36260..37327	+	cas7
NC_015683	37339..38031	+	cas5
NC_015683	partial CAS-I-U		
NC_015683	109205..109504	-	cas2
NC_015683	109501..111102	-	cas4,cas1
NC_015683	111107..112138	-	csb3
NC_015683	112143..114824	-	cas3
NC_015683	114817..116394	-	csb2gr5
NC_015683	116398..117603	-	csb1gr7
NC_010545	CAS-I-E		
NC_010545	2292502..2292843	-	cas2
NC_010545	2292843..2293781	-	cas1
NC_010545	2293784..2294488	-	cas6e
NC_010545	2294485..2295207	-	cas5
NC_010545	2295207..2296337	-	cas7
NC_010545	2296386..2297081	-	cse2gr11
NC_010545	2297065..2298747	-	cas8e
NC_010545	2298911..2301736	-	cas3
NC_020230	CAS-I-E		
NC_020230	2240388..2241326	-	cas1
NC_020230	2241329..2242033	-	cas6e
NC_020230	2242030..2242752	-	cas5
NC_020230	2242752..2243882	-	cas7
NC_020230	2243931..2244626	-	cse2gr11
NC_020230	2244610..2246292	-	cas8e
NC_020230	2246454..2249330	-	cas3
NC_011527	partial CAS-I-F		
NC_011527	1020763..1021224	+	cas3f
NC_011527	1021285..1021653	+	cas8f
NC_011527	partial CAS-I-F		
NC_011527	1780190..1781158	+	cas1
NC_011527	1785761..1786723	+	cas5f
NC_011527	1786707..1787816	+	cas7f
NC_011527	1787825..1788382	+	cas6f
NC_011528	CAS-I-F		
NC_011528	1827361..1828623	+	cas8f
NC_011528	1828620..1829582	+	cas5f
NC_011528	1829566..1830594	+	cas7f
NC_011528	1830683..1831240	+	cas6f
NC_009727	CAS-I-F		
NC_009727	1074532..1075371	+	cas1
NC_009727	1078672..1080081	+	cas8f
NC_009727	1080030..1081049	+	cas5f
NC_009727	1081061..1082122	+	cas7f
NC_009727	1082119..1082694	+	cas6f
NC_009727	CAS-I-F		
NC_009727	1923149..1924117	+	cas1
NC_009727	1927473..1928735	+	cas8f
NC_009727	1928732..1929694	+	cas5f
NC_009727	1929678..1930787	+	cas7f
NC_009727	1930796..1931353	+	cas6f
NC_010117	partial CAS-I-F		
NC_010117	217036..217593	-	cas6f
NC_010117	217602..218672	-	cas7f
NC_002971	partial CAS-I-F		
NC_002971	143123..143680	-	cas6f
NC_002971	143689..144798	-	cas7f
NC_002971	147255..148829	-	cas3f
NC_019753	CAS-III-D		
NC_019753	660858..662537	+	cas10
NC_019753	662547..664913	+	csm3gr7,csx10gr5
NC_019753	664921..666450	+	csm3gr7,csm3gr7
NC_019753	666443..667027	+	csx19
NC_019753	667027..669369	+	csm3gr7
NC_019753	672072..673214	-	csm6
NC_019753	673233..674420	-	cas6
NC_019753	partial (CAS-II-C/CAS-V-A)		
NC_019753	699099..700103	+	cas1
NC_019753	700192..700464	+	cas2
NC_019753	CAS-I-D		
NC_019753	981823..982683	-	WYL
NC_019753	983012..985021	+	cas3
NC_019753	985032..987962	+	cas10d
NC_019753	987975..988973	+	csc2gr7
NC_019753	988980..989645	+	csc1gr5
NC_019753	989657..990478	+	cas6
NC_019753	990475..991065	+	cas4
NC_019753	992099..992368	+	cas2
NC_023032	CAS-I-E		
NC_023032	3148920..3149207	-	cas2
NC_023032	3149213..3150082	-	cas1
NC_023032	3150127..3150777	-	cas6e
NC_023032	3150759..3151511	-	cas5
NC_023032	3151521..3152594	-	cas7
NC_023032	3152606..3153211	-	cse2gr11
NC_023032	3153212..3154768	-	cas8e
NC_023032	3154900..3155016	+	-
NC_023032	3155121..3157646	-	cas3
NC_009778	CAS-I-E		
NC_009778	2779817..2780110	-	cas2
NC_009778	2780110..2781027	-	cas1
NC_009778	2781024..2781674	-	cas6e
NC_009778	2781656..2782408	-	cas5
NC_009778	2782418..2783491	-	cas7
NC_009778	2783503..2784108	-	cse2gr11
NC_009778	2784109..2785740	-	cas8e
NC_009778	2786031..2788664	-	cas3
NC_017933	CAS-I-E		
NC_017933	3140362..3140655	-	cas2
NC_017933	3140655..3141572	-	cas1
NC_017933	3141569..3142219	-	cas6e
NC_017933	3142414..3142953	-	cas5
NC_017933	3142963..3144036	-	cas7
NC_017933	3144048..3144653	-	cse2gr11
NC_017933	3144654..3146216	-	cas8e
NC_017933	3146583..3149216	-	cas3
NC_020260	CAS-I-E		
NC_020260	2820896..2821189	-	cas2
NC_020260	2821189..2822106	-	cas1
NC_020260	2822103..2822699	-	cas6e
NC_020260	2822735..2823487	-	cas5
NC_020260	2823497..2824570	-	cas7
NC_020260	2824582..2825187	-	cse2gr11
NC_020260	2825188..2826756	-	cas8e
NC_013282	CAS-I-E		
NC_013282	1123199..1125832	+	cas3
NC_013282	1126197..1127759	+	cas8e
NC_013282	1127760..1128365	+	cse2gr11
NC_013282	1128377..1129450	+	cas7
NC_013282	1129460..1130212	+	cas5
NC_013282	1130110..1130844	+	cas6e
NC_013282	1130841..1131758	+	cas1
NC_013282	1131758..1132051	+	cas2
NC_019776	CAS-III-D		
NC_019776	709818..711065	-	csx1
NC_019776	711320..712249	-	csm6
NC_019776	712267..712830	-	Putative restriction endonucle
NC_019776	712891..715173	-	csm3gr7
NC_019776	715274..715372	-	-
NC_019776	715374..715946	-	csx19
NC_019776	715946..717574	-	csm3gr7,csm3gr7
NC_019776	717847..720153	-	csm3gr7,csx10gr5
NC_019776	720227..721990	-	cas10
NC_019776	partial (CAS-III-A/CAS-I-F)		
NC_019776	1151234..1151524	-	cas2
NC_019776	1151521..1152528	-	cas1
NC_019776	1152621..1152929	+	csx18
NC_019776	CAS-III-A		
NC_019776	1476593..1477348	-	cas6
NC_019776	1477502..1478779	-	csm5gr7
NC_019776	1478782..1479861	-	csm4gr5
NC_019776	1480031..1480981	-	csm3gr7
NC_019776	1480985..1481515	-	csm2gr11
NC_019776	1481659..1483908	-	cas10
NC_019776	CAS-I-B		
NC_019776	3168963..3171548	+	cas8b5
NC_019776	3171552..3172427	+	cas7
NC_019776	3172500..3173315	+	cas5
NC_019776	3173308..3176040	+	cas3
NC_019776	3176112..3176939	+	cas6
NC_019776	3176987..3177367	-	-
NC_019776	3177421..3178011	+	cas4
NC_019776	3178089..3178457	+	23S rRNA-intervening sequence
NC_019776	3178517..3179524	+	cas1
NC_019776	3179544..3179816	+	cas2
